singer,title,film_album,film_or_nonfilm,year,Language
Fito Páez,Tema de Piluso,La balada de Donna Helena,Film,1991,Spanish
Fito Páez,El Amor Después del Amor,El amor después del amor,Non-film,1992,Spanish
Fito Páez,Un Vestido y un Amor,El amor después del amor,Non-film,1992,Spanish
Fito Páez,Tumbas de la Gloria,El amor después del amor,Non-film,1992,Spanish
Fito Páez,Mariposa Tecknicolor,Circo Beat,Non-film,1994,Spanish
Fito Páez,Circo Beat,Circo Beat,Non-film,1994,Spanish
Fito Páez,No te alejes tanto de mí,Caballos salvajes,Film,1995,Spanish
Fito Páez,Cadáver Exquisito,Euforia,Non-film,1996,Spanish
Fito Páez,Dar es Dar,Euforia,Non-film,1996,Spanish
Fito Páez,Al Lado del Camino,Abre,Non-film,1999,Spanish
Fito Páez,Dos en la Ciudad,Abre,Non-film,1999,Spanish
Fito Páez,Vidas Privadas,Vidas privadas,Film,2001,Spanish
Fito Páez,El Diablo de tu Corazón,Rey Sol,Non-film,2000,Spanish
Fito Páez,Nuevo,Naturaleza sangre,Non-film,2003,Spanish
Fito Páez,Bello Abril,Naturaleza sangre,Non-film,2003,Spanish
Fito Páez,El Mundo de Hoy,Mi vida con ellas,Non-film,2004,Spanish
Fito Páez,La Rueda Mágica,Moda y pueblo,Non-film,2005,Spanish
Fito Páez,Eso Que Llevas Ahí,El mundo cabe en una canción,Non-film,2006,Spanish
Fito Páez,La Alegría de Vivir,¿De quién es el portaligas?,Film,2007,Spanish
Fito Páez,El Cuarto de al Lado,Confiá,Non-film,2010,Spanish
Fito Páez,Margarita,El sacrificio,Non-film,2013,Spanish
Fito Páez,Tu Vida Mi Vida,La Ciudad Liberada,Non-film,2017,Spanish
Fito Páez,La Canción de las Bestias,La Conquista del Espacio,Non-film,2020,Spanish
Andrés Calamaro,No se puede vivir del amor,Nadie sale vivo de aquí,Non-film,1989,Spanish
Andrés Calamaro,Mi enfermedad,Breve-Relato-de-un-Acontecimiento-Desafortunado,Film,1991,Spanish
Andrés Calamaro,El Salmón,El Salmón,Non-film,1992,Spanish
Andrés Calamaro,El temblor,1000 Boomerangs,Film,1995,Spanish
Andrés Calamaro,Algunos Hombres Buenos,Caballos salvajes,Film,1995,Spanish
Andrés Calamaro,Flaca,Alta Suciedad,Non-film,1997,Spanish
Andrés Calamaro,Loco,Alta Suciedad,Non-film,1997,Spanish
Andrés Calamaro,Crímenes perfectos,Alta Suciedad,Non-film,1997,Spanish
Andrés Calamaro,Para no olvidar,Cenizas del paraíso,Film,1997,Spanish
Andrés Calamaro,Te Quiero Igual,Honestidad Brutal,Non-film,1999,Spanish
Andrés Calamaro,Paloma,Honestidad Brutal,Non-film,1999,Spanish
Andrés Calamaro,Cuando te conocí,Honestidad Brutal,Non-film,1999,Spanish
Andrés Calamaro,Los Aviones,Honestidad Brutal,Non-film,1999,Spanish
Andrés Calamaro,El día de la mujer mundial,El Salmón,Non-film,2000,Spanish
Andrés Calamaro,Tuyo siempre,El Cantante,Non-film,2004,Spanish
Andrés Calamaro,Estadio Azteca,El Palacio de las Flores,Non-film,2006,Spanish
Andrés Calamaro,Corazón en venta,El Palacio de las Flores,Non-film,2006,Spanish
Andrés Calamaro,Carnaval de Brasil,La Lengua Popular,Non-film,2007,Spanish
Andrés Calamaro,Los Chicos,La Lengua Popular,Non-film,2007,Spanish
Andrés Calamaro,Cuando No Estás,Bohemio,Non-film,2013,Spanish
Andrés Calamaro,Rehenes,Bohemio,Non-film,2013,Spanish
Andrés Calamaro,Verdades Afiladas,Cargar la Suerte,Non-film,2018,Spanish
Andrés Calamaro,Tránsito Lento,Cargar la Suerte,Non-film,2018,Spanish
Andrés Calamaro,My Mafia,Cargar la Suerte,Non-film,2018,Spanish
Andrés Calamaro,Falso L.V.,Dios los cría,Non-film,2021,Spanish
Rosana,El Talismán,Curdled,Film,1996,Spanish
Rosana,A Fuego Lento,Lunas Rotas,Non-film,1996,Spanish
Rosana,Si Tú No Estás Aquí,Lunas Rotas,Non-film,1996,Spanish
Rosana,Sin Miedo,Lunas Rotas,Non-film,1996,Spanish
Rosana,Lunas Rotas,Lunas Rotas,Non-film,1996,Spanish
Rosana,Llegaste tú,Lunas Rotas,Non-film,1996,Spanish
Rosana,Contigo,Luna Nueva,Non-film,1998,Spanish
Rosana,Domingos en el Cielo,Luna Nueva,Non-film,1998,Spanish
Rosana,Fuego,Sobreviviré,Film,1999,Spanish
Rosana,Pa' Ti No Estoy,Rosana,Non-film,2001,Spanish
Rosana,Gira,Rosana,Non-film,2001,Spanish
Rosana,De Tarde en Tarde,Rosana,Non-film,2001,Spanish
Rosana,Carta Urgente,Marca Registrada,Non-film,2004,Spanish
Rosana,Aquel Corazón,Magia,Non-film,2005,Spanish
Rosana,Magia,Magia,Non-film,2005,Spanish
Rosana,Llegaremos a Tiempo,A Las Buenas y a Las Malas,Non-film,2009,Spanish
Rosana,Para Nada en el Mundo,A Las Buenas y a Las Malas,Non-film,2009,Spanish
Rosana,Dónde Ya No Te Tengo,A Las Buenas y a Las Malas,Non-film,2009,Spanish
Rosana,Soñaré,La Tropa de Trapo en el país donde siempre brilla el sol,Film,2010,Spanish
Rosana,Despedida de Gloria,8 Lunas,Non-film,2013,Spanish
Rosana,El Cielo Que Me Das,En la Memoria de la Piel,Non-film,2016,Spanish
Rosana,En la Memoria de la Piel,En la Memoria de la Piel,Non-film,2016,Spanish
Rosana,Agua de Llorar,En la Memoria de la Piel,Non-film,2016,Spanish
Rosana,Soñaré (Versión 2023),Soñaré (Versión 2023),Non-film,2023,Spanish
Rosana,La Vida Es Bonita,La Vida Es Bonita,Non-film,2023,Spanish
Kany García,Hoy Ya Me Voy,Cualquier Día,Non-film,2007,Spanish
Kany García,¿Qué Nos Pasó?,Cualquier Día,Non-film,2007,Spanish
Kany García,Amigo en el Baño,Cualquier Día,Non-film,2007,Spanish
Kany García,Esta Soledad,Cualquier Día,Non-film,2007,Spanish
Kany García,Estigma De Amor,Cualquier Día,Non-film,2008,Spanish
Kany García,Feliz,Boleto de Entrada,Non-film,2009,Spanish
Kany García,Para Volver a Amar,Boleto de Entrada,Non-film,2009,Spanish
Kany García,El Feo,Boleto de Entrada,Non-film,2009,Spanish
Kany García,Que Me Quieras,Kany García,Non-film,2012,Spanish
Kany García,Alguien,Kany García,Non-film,2012,Spanish
Kany García,Cuando se va el amor,Una Noche,Film,2012,Spanish
Kany García,Demasiado Bueno,Kany García,Non-film,2012,Spanish
Kany García,Duele Menos,Kany García (Deluxe Edition),Non-film,2013,Spanish
Kany García,Bajo el mismo cielo,Bajo el mismo cielo,Film,2015,Spanish
Kany García,Perfecto para Mí,Limonada,Non-film,2016,Spanish
Kany García,Aquí,Soy Yo,Non-film,2018,Spanish
Kany García,Para Siempre,Soy Yo,Non-film,2018,Spanish
Kany García,Soy Yo,Soy Yo,Non-film,2018,Spanish
Kany García,A Mis Amigos,Soy Yo,Non-film,2018,Spanish
Kany García,Que me quieras,La Guzmán,Film,2019,Spanish
Kany García,Confieso,Contra el Viento,Non-film,2019,Spanish
Kany García,Aunque Sea un Momento,Contra el Viento,Non-film,2019,Spanish
Kany García,Agüita e Coco,El Amor Que Merecemos,Non-film,2022,Spanish
Kany García,Justito a Tiempo,El Amor Que Merecemos,Non-film,2022,Spanish
Kany García,Fuera de Servicio,García,Non-film,2024,Spanish
Ricardo Montaner,Tan Enamorados,Ricardo Montaner 2,Non-film,1988,Spanish
Ricardo Montaner,Ojos Negros,Ricardo Montaner 2,Non-film,1988,Spanish
Ricardo Montaner,Me Va a Extrañar,Un Toque de Misterio,Non-film,1989,Spanish
Ricardo Montaner,La Cima del Cielo,Mundo de fieras,Film,1991,Spanish
Ricardo Montaner,Déjame Llorar,En el Último Lugar del Mundo,Non-film,1991,Spanish
Ricardo Montaner,Corazón fracturado,En el Último Lugar del Mundo,Non-film,1991,Spanish
Ricardo Montaner,Castillo Azul,Los Hijos del Sol,Non-film,1992,Spanish
Ricardo Montaner,Piel Adentro,Los Hijos del Sol,Non-film,1992,Spanish
Ricardo Montaner,No te Pareces a Mí,Una Mañana y un Camino,Non-film,1994,Spanish
Ricardo Montaner,Quisiera,Viene del Alma,Non-film,1995,Spanish
Ricardo Montaner,Soy Tuyo,Viene del Alma,Non-film,1995,Spanish
Ricardo Montaner,El Poder de tu Amor,Destino de mujer,Film,1997,Spanish
Ricardo Montaner,Yo puedo hacer,La mujer de mi vida,Film,1998,Spanish
Ricardo Montaner,Bésame,Con la London Metropolitan Orchestra,Non-film,1999,Spanish
Ricardo Montaner,El Último Adiós,"Con la London Metropolitan Orchestra, Vol. 2",Non-film,2000,Spanish
Ricardo Montaner,La Clave del Amor,Sueño Repetido,Non-film,2001,Spanish
Ricardo Montaner,Resumiendo,Suma,Non-film,2002,Spanish
Ricardo Montaner,Cuando a mi Lado Estás,Todo y Nada,Non-film,2005,Spanish
Ricardo Montaner,Heridas de Amor,Heridas de Amor,Film,2006,Spanish
Ricardo Montaner,Volver,Valientes,Film,2009,Spanish
Ricardo Montaner,Convénceme,Viajero Frecuente,Non-film,2012,Spanish
Ricardo Montaner,La Canción Que Necesito,Viajero Frecuente,Non-film,2012,Spanish
Ricardo Montaner,Llanto Agradecido,Agradecido,Non-film,2014,Spanish
Ricardo Montaner,¿Qué Vas a Hacer?,¿Qué Vas a Hacer?,Non-film,2018,Spanish
Ricardo Montaner,El Día que me Quieras,Tango,Non-film,2022,Spanish
Luz Casal,Piensa en mí,Tacones lejanos,Film,1991,Spanish
Luz Casal,Un año de amor,Tacones lejanos,Film,1991,Spanish
Luz Casal,Es por ti,A contraluz,Non-film,1991,Spanish
Luz Casal,Un pedazo de cielo,A contraluz,Non-film,1991,Spanish
Luz Casal,Tal para cual,A contraluz,Non-film,1992,Spanish
Luz Casal,Entre mis recuerdos,Como la flor prometida,Non-film,1995,Spanish
Luz Casal,Besaré el suelo,Como la flor prometida,Non-film,1995,Spanish
Luz Casal,Lo eres todo,Como la flor prometida,Non-film,1995,Spanish
Luz Casal,Plantado en mi cabeza,Como la flor prometida,Non-film,1996,Spanish
Luz Casal,Mi confianza,Un mar de confianza,Non-film,1999,Spanish
Luz Casal,Sentir,Un mar de confianza,Non-film,2000,Spanish
Luz Casal,Inesperadamente,Un mar de confianza,Non-film,2000,Spanish
Luz Casal,Quisiera ser y no puedo,Un mar de confianza,Non-film,2000,Spanish
Luz Casal,Tu bosque animado,"El bosque animado, sentirás su magia",Film,2001,Spanish
Luz Casal,Ni tú ni yo,Con otra mirada,Non-film,2002,Spanish
Luz Casal,Dame un beso,Con otra mirada,Non-film,2003,Spanish
Luz Casal,A veces un cielo,Con otra mirada,Non-film,2003,Spanish
Luz Casal,Pueden ser tantas cosas,Con otra mirada,Non-film,2003,Spanish
Luz Casal,Sencilla alegría,Sencilla alegría,Non-film,2004,Spanish
Luz Casal,Un nuevo día brillará,Sencilla alegría,Non-film,2004,Spanish
Luz Casal,Ecos,Sencilla alegría,Non-film,2004,Spanish
Luz Casal,No te vayas,Sencilla alegría,Non-film,2004,Spanish
Luz Casal,Sé feliz,Vida tóxica,Non-film,2007,Spanish
Luz Casal,Soy,Vida tóxica,Non-film,2007,Spanish
Luz Casal,18 años,Vida tóxica,Non-film,2007,Spanish
Mónica Naranjo,Sola,Mónica Naranjo,Non-film,1994,Spanish
Mónica Naranjo,Solo se vive una vez,Mónica Naranjo,Non-film,1994,Spanish
Mónica Naranjo,El amor coloca,Mónica Naranjo,Non-film,1994,Spanish
Mónica Naranjo,Desátame,Palabra de mujer,Non-film,1997,Spanish
Mónica Naranjo,Empiezo a recordarte,Palabra de mujer,Non-film,1997,Spanish
Mónica Naranjo,Entender el amor,Palabra de mujer,Non-film,1997,Spanish
Mónica Naranjo,Pantera en libertad,Palabra de mujer,Non-film,1997,Spanish
Mónica Naranjo,Tú y yo volvemos al amor,Palabra de mujer,Non-film,1997,Spanish
Mónica Naranjo,Sobreviviré,Minage,Non-film,2000,Spanish
Mónica Naranjo,Lágrimas de escarcha,Chicas Malas,Non-film,2001,Spanish
Mónica Naranjo,Europa,Tarántula,Non-film,2008,Spanish
Mónica Naranjo,Usted,Tarántula,Non-film,2008,Spanish
Mónica Naranjo,Todo mentira,Tarántula,Non-film,2008,Spanish
Mónica Naranjo,Amor y lujo,Di Di Hollywood,Film,2010,Spanish
Mónica Naranjo,Eurovegas,Torrente 5: Operación Eurovegas,Film,2014,Spanish
Mónica Naranjo,Jamás,Lubna,Non-film,2016,Spanish
Mónica Naranjo,Perdida,Lubna,Non-film,2016,Spanish
Mónica Naranjo,Apocalíptica,Lubna,Non-film,2016,Spanish
Mónica Naranjo,Ya está bien,Lubna,Non-film,2016,Spanish
Mónica Naranjo,Ese es mi público,Lubna,Non-film,2016,Spanish
Mónica Naranjo,Holocausto,Lubna (Edición Especial),Non-film,2016,Spanish
Mónica Naranjo,Doble corazón,"Mes Excentricités, Vol. 1",Non-film,2019,Spanish
Mónica Naranjo,Tú y Yo y el Loco Amor,Salir del ropero,Film,2019,Spanish
Mónica Naranjo,Ey!,MIMÉTIKA,Non-film,2022,Spanish
Mónica Naranjo,¿Quién me salvará de mí?,MIMÉTIKA,Non-film,2022,Spanish
Joaquín Sabina,Con un par,Mentiras Piadosas,Non-film,1990,Spanish
Joaquín Sabina,Medias Negras,Mentiras Piadosas,Non-film,1990,Spanish
Joaquín Sabina,Y nos dieron las diez,Física y Química,Non-film,1992,Spanish
Joaquín Sabina,La del pirata cojo,Física y Química,Non-film,1992,Spanish
Joaquín Sabina,A la orilla de la chimenea,Física y Química,Non-film,1992,Spanish
Joaquín Sabina,Esta boca es mía,Esta boca es mía,Non-film,1994,Spanish
Joaquín Sabina,Por el boulevar de los sueños rotos,Esta boca es mía,Non-film,1994,Spanish
Joaquín Sabina,Incluso en estos tiempos,Esta boca es mía,Non-film,1994,Spanish
Joaquín Sabina,Contigo,"Yo, mi, me, contigo",Non-film,1996,Spanish
Joaquín Sabina,El rocanrol de los idiotas,"Yo, mi, me, contigo",Non-film,1996,Spanish
Joaquín Sabina,19 Días y 500 Noches,19 Días y 500 Noches,Non-film,1999,Spanish
Joaquín Sabina,Una canción para la Magdalena,19 Días y 500 Noches,Non-film,1999,Spanish
Joaquín Sabina,Cerrado por derribo,19 Días y 500 Noches,Non-film,1999,Spanish
Joaquín Sabina,Noches de boda,19 Días y 500 Noches,Non-film,1999,Spanish
Joaquín Sabina,Semos diferentes (Versión cañí),Torrente 2: Misión en Marbella,Film,2001,Spanish
Joaquín Sabina,Peces de ciudad,Dímelo en la Calle,Non-film,2002,Spanish
Joaquín Sabina,La canción más hermosa del mundo,Dímelo en la Calle,Non-film,2002,Spanish
Joaquín Sabina,Ganas de...,Cachorro,Film,2004,Spanish
Joaquín Sabina,La canción de los buenos borrachos,Isi/Disi: Amor a lo bestia,Film,2004,Spanish
Joaquín Sabina,Resumiendo,Alivio de Luto,Non-film,2005,Spanish
Joaquín Sabina,Dos horas después,Alivio de Luto,Non-film,2005,Spanish
Joaquín Sabina,Tiramisú de limón,Vinagre y Rosas,Non-film,2009,Spanish
Joaquín Sabina,Embustera,Vinagre y Rosas,Non-film,2009,Spanish
Joaquín Sabina,Lo Niego Todo,Lo Niego Todo,Non-film,2017,Spanish
Joaquín Sabina,"Quien más, quien menos",Lo Niego Todo,Non-film,2017,Spanish
Céline Dion,Ziggy (Un garçon pas comme les autres),Dion chante Plamondon,Non-film,1991,French
Céline Dion,L'amour existe encore,Dion chante Plamondon,Non-film,1991,French
Céline Dion,Des mots qui sonnent,Dion chante Plamondon,Non-film,1991,French
Céline Dion,Je danse dans ma tête,Dion chante Plamondon,Non-film,1991,French
Céline Dion,Pour que tu m'aimes encore,D'eux,Non-film,1995,French
Céline Dion,Je sais pas,D'eux,Non-film,1995,French
Céline Dion,Le ballet,D'eux,Non-film,1995,French
Céline Dion,Destin,D'eux,Non-film,1995,French
Céline Dion,Vole,D'eux,Non-film,1995,French
Céline Dion,S'il suffisait d'aimer,S'il suffisait d'aimer,Non-film,1998,French
Céline Dion,On ne change pas,S'il suffisait d'aimer,Non-film,1998,French
Céline Dion,Zora sourit,S'il suffisait d'aimer,Non-film,1998,French
Céline Dion,Je crois toi,S'il suffisait d'aimer,Non-film,1998,French
Céline Dion,Sous une pluie d'étoiles,Live à Paris,Non-film,1996,French
Céline Dion,Sous le vent,Garou,Non-film,2000,French
Céline Dion,Tout l'or des hommes,1 fille & 4 types,Non-film,2003,French
Céline Dion,Et je t'aime encore,1 fille & 4 types,Non-film,2003,French
Céline Dion,Contre nature,1 fille & 4 types,Non-film,2003,French
Céline Dion,Quand on n'a que l'amour,Astérix et les Vikings,Film,2006,French
Céline Dion,Immensité,D'elles,Non-film,2007,French
Céline Dion,Parler à mon père,Sans attendre,Non-film,2012,French
Céline Dion,Le miracle,Sans attendre,Non-film,2012,French
Céline Dion,L'hymne,La Guerre des tuques 3D,Film,2015,French
Céline Dion,Encore un soir,Encore un soir,Non-film,2016,French
Céline Dion,L'étoile,Encore un soir,Non-film,2016,French
Johnny Hallyday,Ça ne change pas un homme,Ça ne change pas un homme,Non-film,1991,French
Johnny Hallyday,Dans un an ou un jour,Ça ne change pas un homme,Non-film,1991,French
Johnny Hallyday,Je te promets,Ce que je sais,Non-film,1998,French
Johnny Hallyday,Ce que je sais,Ce que je sais,Non-film,1998,French
Johnny Hallyday,Allumer le feu,Ce que je sais,Non-film,1998,French
Johnny Hallyday,Debout,Ce que je sais,Non-film,1998,French
Johnny Hallyday,Vivre pour le meilleur,Sang pour sang,Non-film,1999,French
Johnny Hallyday,Un jour viendra,Sang pour sang,Non-film,1999,French
Johnny Hallyday,Sang pour sang,Sang pour sang,Non-film,1999,French
Johnny Hallyday,Pardon,Sang pour sang,Non-film,1999,French
Johnny Hallyday,"On s'est aimés""","À la vie, à la mort !",Non-film,2002,French
Johnny Hallyday,Marie,"À la vie, à la mort !",Non-film,2002,French
Johnny Hallyday,Ne reviens pas,"À la vie, à la mort !",Non-film,2002,French
Johnny Hallyday,L'instinct,"À la vie, à la mort !",Non-film,2002,French
Johnny Hallyday,Ex,Les Rivières pourpres 2 : Les Anges de l'apocalypse,Film,2004,French
Johnny Hallyday,Ma religion dans son regard,Ma vérité,Non-film,2005,French
Johnny Hallyday,Mon plus beau Noël,Ma vérité,Non-film,2005,French
Johnny Hallyday,La quête,Jean-Philippe,Film,2006,French
Johnny Hallyday,Ça peut changer le monde,Le Cœur d'un homme,Non-film,2007,French
Johnny Hallyday,Je n'appartiens qu'à toi,Ça ne finira jamais,Non-film,2008,French
Johnny Hallyday,Si mon cœur,Ça ne finira jamais,Non-film,2008,French
Johnny Hallyday,Jamais seul,Jamais seul,Non-film,2011,French
Johnny Hallyday,L'amour à mort,L'attente,Non-film,2012,French
Johnny Hallyday,De l'amour,De l'amour,Non-film,2015,French
Johnny Hallyday,J'en parlerai au diable,Mon pays c'est l'amour,Non-film,2018,French
Mylène Farmer,Sans contrefaçon,Ainsi soit je...,Non-film,1987,French
Mylène Farmer,Ainsi soit je...,Ainsi soit je...,Non-film,1988,French
Mylène Farmer,Pourvu qu'elles soient douces,Ainsi soit je...,Non-film,1988,French
Mylène Farmer,Désenchantée,L'Autre...,Non-film,1991,French
Mylène Farmer,Je t'aime mélancolie,L'Autre...,Non-film,1991,French
Mylène Farmer,Regrets,L'Autre...,Non-film,1991,French
Mylène Farmer,Beyond My Control,L'Autre...,Non-film,1992,French
Mylène Farmer,Que mon cœur lâche,Dance Remixes,Non-film,1992,French
Mylène Farmer,Deviens-moi,Giorgino,Film,1994,French
Mylène Farmer,XXL,Anamorphosée,Non-film,1995,French
Mylène Farmer,L'Instant X,Anamorphosée,Non-film,1995,French
Mylène Farmer,California,Anamorphosée,Non-film,1996,French
Mylène Farmer,Comme j'ai mal,Anamorphosée,Non-film,1996,French
Mylène Farmer,Rêver,Anamorphosée,Non-film,1996,French
Mylène Farmer,L'Âme-Stram-Gram,Innamoramento,Non-film,1999,French
Mylène Farmer,Je te rends ton amour,Innamoramento,Non-film,1999,French
Mylène Farmer,Innamoramento,Innamoramento,Non-film,2000,French
Mylène Farmer,"L'histoire d'une fée, c'est...","Les Razmoket à Paris, le film",Film,2000,French
Mylène Farmer,Fuck Them All,Avant que l'ombre...,Non-film,2005,French
Mylène Farmer,L'amour n'est rien...,Avant que l'ombre...,Non-film,2006,French
Mylène Farmer,L'horloge,À l'intérieur,Film,2007,French
Mylène Farmer,Dégénération,Point de suture,Non-film,2008,French
Mylène Farmer,Appelle mon numéro,Point de suture,Non-film,2008,French
Mylène Farmer,Oui mais... non,Bleu Noir,Non-film,2010,French
Mylène Farmer,À l'ombre,Monkey Me,Non-film,2012,French
Francis Cabrel,Petite Marie,D'une ombre à l'autre,Non-film,1991,French
Francis Cabrel,Leïla et les chasseurs,L'Enfant Lion,Film,1993,French
Francis Cabrel,La Corrida,Samedi soir sur la Terre,Non-film,1994,French
Francis Cabrel,"Je t'aimais, je t'aime, je t'aimerai",Samedi soir sur la Terre,Non-film,1994,French
Francis Cabrel,Octobre,Samedi soir sur la Terre,Non-film,1994,French
Francis Cabrel,La cabane du pêcheur,Samedi soir sur la Terre,Non-film,1994,French
Francis Cabrel,Samedi soir sur la Terre,Samedi soir sur la Terre,Non-film,1994,French
Francis Cabrel,Presque rien,Hors-saison,Non-film,1999,French
Francis Cabrel,Le reste du temps,Hors-saison,Non-film,1999,French
Francis Cabrel,Le monde est sourd,Hors-saison,Non-film,1999,French
Francis Cabrel,Les Beaux Dégâts,Les Beaux Dégâts,Non-film,2004,French
Francis Cabrel,Qu'est-ce que t'en dis ?,Les Beaux Dégâts,Non-film,2004,French
Francis Cabrel,Elle dort,Les Beaux Dégâts,Non-film,2004,French
Francis Cabrel,Le Soldat Rose,Le Soldat Rose,Film,2006,French
Francis Cabrel,Le chêne liège,Des roses et des orties,Non-film,2008,French
Francis Cabrel,La robe et l'échelle,Des roses et des orties,Non-film,2008,French
Francis Cabrel,Des hommes pareils,Des roses et des orties,Non-film,2008,French
Francis Cabrel,Partis pour rester,In Extremis,Non-film,2015,French
Francis Cabrel,Dur comme fer,In Extremis,Non-film,2015,French
Francis Cabrel,À chaque amour que nous ferons,In Extremis,Non-film,2015,French
Francis Cabrel,Le pays d'à côté,In Extremis,Non-film,2015,French
Francis Cabrel,Te ressembler,À l'aube revenant,Non-film,2020,French
Francis Cabrel,À l'aube revenant,À l'aube revenant,Non-film,2020,French
Francis Cabrel,Les bougies qui s'éteignent,À l'aube revenant,Non-film,2020,French
Francis Cabrel,Un morceau de Sicre,Un morceau de Sicre (Single),Non-film,2023,French
Florent Pagny,N'importe quoi,Merci,Non-film,1990,French
Florent Pagny,Ça fait des nuits,Merci,Non-film,1990,French
Florent Pagny,Presse qui roule,Merci,Non-film,1990,French
Florent Pagny,Tue-moi,Réaliste,Non-film,1992,French
Florent Pagny,Qu'est-ce qu'on a fait?,Réaliste,Non-film,1992,French
Florent Pagny,Si tu veux m'essayer,Réaliste,Non-film,1994,French
Florent Pagny,Bienvenue chez moi,Bienvenue chez moi,Non-film,1995,French
Florent Pagny,Savoir aimer,Savoir aimer,Non-film,1997,French
Florent Pagny,Chanter,Savoir aimer,Non-film,1997,French
Florent Pagny,Tant qu'il y aura Noël,La Belle et la Bête 2 : Le Noël enchanté,Film,1997,French
Florent Pagny,D'un amour l'autre,Savoir aimer,Non-film,1998,French
Florent Pagny,Et un jour une femme,Châtelet les Halles,Non-film,2000,French
Florent Pagny,Terre,Châtelet les Halles,Non-film,2000,French
Florent Pagny,Ma liberté de penser,Ailleurs land,Non-film,2003,French
Florent Pagny,Je trace,Ailleurs land,Non-film,2003,French
Florent Pagny,Le cœur des hommes,Le Cœur des hommes,Film,2003,French
Florent Pagny,Là où je t'emmènerai,Abracadabra,Non-film,2006,French
Florent Pagny,Un ami,Abracadabra,Non-film,2006,French
Florent Pagny,C'est comme ça,Tout et son contraire,Non-film,2010,French
Florent Pagny,Si tu n'aimes pas,Tout et son contraire,Non-film,2010,French
Florent Pagny,Les murs porteurs,Vieillir avec toi,Non-film,2013,French
Florent Pagny,Vieillir avec toi,Vieillir avec toi,Non-film,2013,French
Florent Pagny,Le soldat,Vieillir avec toi,Non-film,2013,French
Florent Pagny,L'avenir,L'avenir,Non-film,2021,French
Florent Pagny,Et que l'amour s'éveille,2bis,Non-film,2023,French
Michel Sardou,Marie-Jeanne,Le Privilège,Non-film,1990,French
Michel Sardou,Le Vétéran,Le Privilège,Non-film,1990,French
Michel Sardou,Le Bac G,Le Bac G,Non-film,1992,French
Michel Sardou,Le Cinéma d'Audiard,Le Bac G,Non-film,1992,French
Michel Sardou,"Selon que vous serez, etc., etc.","Selon que vous serez, etc., etc.",Non-film,1994,French
Michel Sardou,Tout le monde est G.O.,"Selon que vous serez, etc., etc.",Non-film,1994,French
Michel Sardou,Salut,Salut,Non-film,1997,French
Michel Sardou,Mon dernier rêve,Salut,Non-film,1997,French
Michel Sardou,Je me souviens d'un adieu,Salut,Non-film,1997,French
Michel Sardou,Français,Français,Non-film,2000,French
Michel Sardou,L'Avenir,Français,Non-film,2000,French
Michel Sardou,Cette chanson-là,Français,Non-film,2000,French
Michel Sardou,Loin,Du plaisir,Non-film,2004,French
Michel Sardou,J'ai tant d'amour,Du plaisir,Non-film,2004,French
Michel Sardou,Le livre du temps,Hors format,Non-film,2006,French
Michel Sardou,Je ne suis plus un homme pressé,Hors format,Non-film,2006,French
Michel Sardou,Allons danser,Hors format,Non-film,2006,French
Michel Sardou,Être une femme 2010,Être une femme 2010,Non-film,2010,French
Michel Sardou,Voler,Être une femme 2010,Non-film,2010,French
Michel Sardou,Le Figurant,Le Choix du fou,Non-film,2017,French
Michel Sardou,La Colline de la soif,Le Choix du fou,Non-film,2017,French
Michel Sardou,San Lorenzo,Le Choix du fou,Non-film,2017,French
Michel Sardou,Pour avoir voulu,Le Choix du fou,Non-film,2017,French
Michel Sardou,Je vais t'aimer,Je me souviens d'un adieu,Non-film,2023,French
Michel Sardou,Comme d'habitude,Je me souviens d'un adieu,Non-film,2023,French
Charles Aznavour,Napoli chante,Aznavour 92,Non-film,1991,French
Charles Aznavour,La marguerite,Aznavour 92,Non-film,1991,French
Charles Aznavour,Vous et tu,Aznavour 92,Non-film,1991,French
Charles Aznavour,Je te regarde,Aznavour 92,Non-film,1991,French
Charles Aznavour,Toi et moi,Toi et moi,Non-film,1994,French
Charles Aznavour,Un concerto déconcertant,Toi et moi,Non-film,1994,French
Charles Aznavour,Ton doux visage,Toi et moi,Non-film,1994,French
Charles Aznavour,Je t'aime - A.I.M.E.,Toi et moi,Non-film,1994,French
Charles Aznavour,Un amour en transit,Toi et moi,Non-film,1994,French
Charles Aznavour,Le jazz est revenu,Aznavour 2000,Non-film,2000,French
Charles Aznavour,Qu'avons-nous fait de nos vingt ans,Aznavour 2000,Non-film,2000,French
Charles Aznavour,Dans tes bras,Aznavour 2000,Non-film,2000,French
Charles Aznavour,Elle a le swing au corps,Aznavour 2000,Non-film,2000,French
Charles Aznavour,Quand tu m'aimes,The Truth About Charlie,Film,2002,French
Charles Aznavour,Va,Aznavour toujours,Non-film,2011,French
Charles Aznavour,Viens m'emporter,Aznavour toujours,Non-film,2011,French
Charles Aznavour,Tu ne m'aimes plus,Aznavour toujours,Non-film,2011,French
Charles Aznavour,J'ai connu,Aznavour toujours,Non-film,2011,French
Charles Aznavour,Flamenca flamenco,Aznavour toujours,Non-film,2011,French
Charles Aznavour,La vie est faite de hasard,Aznavour toujours,Non-film,2011,French
Charles Aznavour,Hier encore,The Hundred-Foot Journey,Film,2014,French
Charles Aznavour,Il faut savoir,By the Sea,Film,2015,French
Charles Aznavour,La bohème,Demolition,Film,2015,French
