singer,title,film_album,film_or_nonfilm,year,Language
Charles Aznavour,La baraka,Marie-Francine,Film,2017,French
Charles Aznavour,Parce que tu crois,Ocean's 8,Film,2018,French
Jean-Jacques Goldman,Sache que je,En passant,Non-film,1997,French
Jean-Jacques Goldman,Bonne idée,En passant,Non-film,1997,French
Jean-Jacques Goldman,Tout était dit,En passant,Non-film,1997,French
Jean-Jacques Goldman,Quand tu danses,En passant,Non-film,1997,French
Jean-Jacques Goldman,Le coureur,En passant,Non-film,1997,French
Jean-Jacques Goldman,Juste quelques hommes,En passant,Non-film,1997,French
Jean-Jacques Goldman,Nos mains,En passant,Non-film,1997,French
Jean-Jacques Goldman,Natacha,En passant,Non-film,1997,French
Jean-Jacques Goldman,Les murailles,En passant,Non-film,1997,French
Jean-Jacques Goldman,En passant,En passant,Non-film,1997,French
Jean-Jacques Goldman,Ensemble,Chansons pour les pieds,Non-film,2001,French
Jean-Jacques Goldman,Et l'on n'y peut rien,Chansons pour les pieds,Non-film,2001,French
Jean-Jacques Goldman,Une poussière,Chansons pour les pieds,Non-film,2001,French
Jean-Jacques Goldman,La pluie,Chansons pour les pieds,Non-film,2001,French
Jean-Jacques Goldman,Tournent les violons,Chansons pour les pieds,Non-film,2001,French
Jean-Jacques Goldman,Un goût sur tes lèvres,Chansons pour les pieds,Non-film,2001,French
Jean-Jacques Goldman,Si je t'avais pas,Chansons pour les pieds,Non-film,2001,French
Jean-Jacques Goldman,Je voudrais vous revoir,Chansons pour les pieds,Non-film,2001,French
Jean-Jacques Goldman,Les P'tits Chapeaux,Chansons pour les pieds,Non-film,2001,French
Jean-Jacques Goldman,Les choses,Chansons pour les pieds,Non-film,2001,French
Jean-Jacques Goldman,C'est pas vrai,Chansons pour les pieds,Non-film,2001,French
Jean-Jacques Goldman,Pas toi,La ville est tranquille,Film,2000,French
Jean-Jacques Goldman,On ira,Lola & Her Brothers,Film,2018,French
Jean-Jacques Goldman,La vie par procuration,Haute couture,Film,2021,French
Jean-Jacques Goldman,Encore un matin,Singulier 81/89,Non-film,1996,French
Renaud,Marchands de cailloux,Marchands de cailloux,Non-film,1991,French
Renaud,La ballade nord-irlandaise,Marchands de cailloux,Non-film,1991,French
Renaud,500 connards sur la ligne de départ,Marchands de cailloux,Non-film,1991,French
Renaud,Le sirop de la rue,Marchands de cailloux,Non-film,1991,French
Renaud,Cante el' Nord,Renaud cante el' Nord,Non-film,1993,French
Renaud,La Belle de Mai,À la Belle de Mai,Non-film,1994,French
Renaud,Devant les gens,À la Belle de Mai,Non-film,1994,French
Renaud,Le petit chat est mort,À la Belle de Mai,Non-film,1994,French
Renaud,Fallait pas,Le retour de la Chetron,Film,1996,French
Renaud,"Docteur Renaud, Mister Renard",Boucan d'enfer,Non-film,2002,French
Renaud,Mon bistrot préféré,Boucan d'enfer,Non-film,2002,French
Renaud,Cœur perdu,Boucan d'enfer,Non-film,2002,French
Renaud,Je vis caché,Boucan d'enfer,Non-film,2002,French
Renaud,Dans la jungle,Rouge Sang,Non-film,2006,French
Renaud,Les bobos,Rouge Sang,Non-film,2006,French
Renaud,J'ai arrêté de chanter,Rouge Sang,Non-film,2006,French
Renaud,J'veux une vie,Le Vilain Petit Canard et moi,Film,2006,French
Renaud,Incendie,Molly Malone – Le bal irlandais,Non-film,2009,French
Renaud,Vagabonds,Molly Malone – Le bal irlandais,Non-film,2009,French
Renaud,La Pêche à la ligne,Le Bruit des glaçons,Film,2010,French
Renaud,Toujours debout,Renaud,Non-film,2016,French
Renaud,J'ai embrassé un flic,Renaud,Non-film,2016,French
Renaud,Les Mots,Renaud,Non-film,2016,French
Renaud,Les mômes et les enfants d'abord,Les mômes et les enfants d'abord,Non-film,2019,French
Renaud,Le temps des cerises,Métèque,Non-film,2022,French
Alain Souchon,Le Baiser,Nickel,Non-film,1990,French
Alain Souchon,Dandy,Nickel,Non-film,1990,French
Alain Souchon,Les regrets,Nickel,Non-film,1990,French
Alain Souchon,Le Zèbre,Le Zèbre,Film,1992,French
Alain Souchon,Foule sentimentale,C'est déjà ça,Non-film,1993,French
Alain Souchon,L'amour à la machine,C'est déjà ça,Non-film,1993,French
Alain Souchon,Les filles de nos campagnes,C'est déjà ça,Non-film,1993,French
Alain Souchon,Sous les jupes des filles,C'est déjà ça,Non-film,1993,French
Alain Souchon,C'est déjà ça,C'est déjà ça,Non-film,1993,French
Alain Souchon,Rame,Au ras des pâquerettes,Non-film,1999,French
Alain Souchon,Au ras des pâquerettes,Au ras des pâquerettes,Non-film,1999,French
Alain Souchon,Caterine,Au ras des pâquerettes,Non-film,1999,French
Alain Souchon,La dernière valse,Une affaire de goût,Film,2000,French
Alain Souchon,Tailler la route,Au ras des pâquerettes,Non-film,2000,French
Alain Souchon,La vie ne vaut rien,La Vie Théodore,Non-film,2005,French
Alain Souchon,Et si en plus y'a personne,La Vie Théodore,Non-film,2005,French
Alain Souchon,Bonjour tristesse,La Vie Théodore,Non-film,2005,French
Alain Souchon,À cause d'elle,À cause d'elles,Non-film,2011,French
Alain Souchon,Le jour et la nuit,À cause d'elles,Non-film,2011,French
Alain Souchon,Presque,Âme fifties,Non-film,2019,French
Alain Souchon,Début,Âme fifties,Non-film,2019,French
Alain Souchon,Ici & là,Âme fifties,Non-film,2019,French
Alain Souchon,On s'ramène avec la manière,Âme fifties,Non-film,2019,French
Alain Souchon,Un terrain en pente,Âme fifties,Non-film,2019,French
Alain Souchon,L'océan,Océan (Single),Non-film,2024,French
Laurent Voulzy,Le Pouvoir des Fleurs,Caché derrière,Non-film,1992,French
Laurent Voulzy,Le Rêve du Pêcheur,Caché derrière,Non-film,1992,French
Laurent Voulzy,Caché derrière,Caché derrière,Non-film,1992,French
Laurent Voulzy,Guitare Héraut,Caché derrière,Non-film,1992,French
Laurent Voulzy,Un samedi sur la Terre,Un samedi sur la Terre,Film,1996,French
Laurent Voulzy,Le Ciel et le fer,Le Bossu,Film,1997,French
Laurent Voulzy,Une Héroïne,Avril,Non-film,2001,French
Laurent Voulzy,La Fille d'Avril,Avril,Film,2001,French
Laurent Voulzy,Amélie Colbert,Avril,Non-film,2001,French
Laurent Voulzy,Quatre nuages,Avril,Non-film,2001,French
Laurent Voulzy,Slow down,Avril,Non-film,2002,French
Laurent Voulzy,Le Capitaine et le Matelot,La Septième Vague,Non-film,2006,French
Laurent Voulzy,I want you,Recollection,Non-film,2008,French
Laurent Voulzy,Jelly Bean,Recollection,Non-film,2008,French
Laurent Voulzy,Jeanne,Lys & Love,Non-film,2011,French
Laurent Voulzy,Le grand retour,Lys & Love,Non-film,2011,French
Laurent Voulzy,En regardant vers le pays de France,Lys & Love,Non-film,2011,French
Laurent Voulzy,C'était déjà toi,Lys & Love,Non-film,2012,French
Laurent Voulzy,Glastonbury,Lys & Love,Non-film,2012,French
Laurent Voulzy,Quand le soleil se couche,Quand le soleil se couche (Single),Non-film,2014,French
Laurent Voulzy,Rio,Belem,Non-film,2017,French
Laurent Voulzy,Timide,Belem,Non-film,2017,French
Laurent Voulzy,Spirit of Samba,Belem,Non-film,2017,French
Laurent Voulzy,Ma seule amour,Mont Saint-Michel,Non-film,2020,French
Laurent Voulzy,Jolie-poupée,Jolie-poupée (Single),Non-film,2023,French
Vanessa Paradis,Joe le taxi,M&J,Non-film,1987,French
Vanessa Paradis,Maxou,Noce Blanche,Film,1989,French
Vanessa Paradis,Tandem,Variations sur le même t'aime,Non-film,1990,French
Vanessa Paradis,Dis-lui toi que je t'aime,Variations sur le même t'aime,Non-film,1990,French
Vanessa Paradis,L'amour en soi,Variations sur le même t'aime,Non-film,1990,French
Vanessa Paradis,Be My Baby,Vanessa Paradis,Non-film,1992,French
Vanessa Paradis,Élisa,Élisa,Film,1995,French
Vanessa Paradis,Le tourbillon de la vie,Une chance sur deux,Film,1998,French
Vanessa Paradis,Commando,Bliss,Non-film,2000,French
Vanessa Paradis,Bliss,Bliss,Non-film,2000,French
Vanessa Paradis,Que fait la vie ?,Bliss,Non-film,2000,French
Vanessa Paradis,La Ballade de Johnny-Jane,"Atomik Circus, le retour de James Bataille",Film,2004,French
Vanessa Paradis,Ma pétroleuse","Atomik Circus, le retour de James Bataille",Film,2004,French
Vanessa Paradis,Divine idylle,Divinidylle,Non-film,2007,French
Vanessa Paradis,Dès que j'te vois,Divinidylle,Non-film,2007,French
Vanessa Paradis,L'incendie,Divinidylle,Non-film,2007,French
Vanessa Paradis,Les piles,Divinidylle,Non-film,2007,French
Vanessa Paradis,La Seine et moi,Un monstre à Paris,Film,2011,French
Vanessa Paradis,Un monstre à Paris,Un monstre à Paris,Film,2011,French
Vanessa Paradis,Love Song,Love Songs,Non-film,2013,French
Vanessa Paradis,Les espaces et les sentiments,Love Songs,Non-film,2013,French
Vanessa Paradis,La chanson des vieux amants,Love Songs,Non-film,2013,French
Vanessa Paradis,Ces mots simples,Les Sources,Non-film,2018,French
Vanessa Paradis,Kiev,Les Sources,Non-film,2018,French
Vanessa Paradis,Dans notre monde,Dans notre monde,Non-film,2024,French
Calogero,Prendre l'air,Au milieu des autres,Non-film,1999,French
Calogero,De cendres et de terre,Au milieu des autres,Non-film,1999,French
Calogero,En apesanteur,Calogero,Non-film,2002,French
Calogero,Aussi libre que moi,Calogero,Non-film,2002,French
Calogero,Tien An Men,Calogero,Non-film,2002,French
Calogero,Y'a pas un homme qui soit né pour ça,3,Non-film,2004,French
Calogero,Si seulement je pouvais lui manquer,3,Non-film,2004,French
Calogero,Safe Sex,3,Non-film,2004,French
Calogero,Pomme C,Pomme C,Non-film,2007,French
Calogero,Danser encore,Pomme C,Non-film,2007,French
Calogero,C'est dit,L'Embellie,Non-film,2009,French
Calogero,L'ombre et la lumière,L'Embellie,Non-film,2009,French
Calogero,La fin de la fin du monde,L'Embellie,Non-film,2009,French
Calogero,Nathan,Mon pote,Film,2010,French
Calogero,Un jour au mauvais endroit,Les Feux d'artifice,Non-film,2014,French
Calogero,Le Portrait,Les Feux d'artifice,Non-film,2014,French
Calogero,Avant toi,Les Feux d'artifice,Non-film,2014,French
Calogero,L'éclipse,Les Feux d'artifice,Non-film,2014,French
Calogero,Je joue de la musique,Liberté chérie,Non-film,2017,French
Calogero,1987,Liberté chérie,Non-film,2017,French
Calogero,Fondamental,Liberté chérie,Non-film,2017,French
Calogero,On se sait par cœur,Centre ville,Non-film,2020,French
Calogero,La rumeur,Centre ville,Non-film,2020,French
Calogero,Toutes les machines ont un coeur,Mars Express,Film,2023,French
Calogero,Juste une chanson,A.M.O.U.R,Non-film,2023,French
Pascal Obispo,Plus que tout au monde,Plus que tout au monde,Non-film,1992,French
Pascal Obispo,Tu vas me manquer,Un jour comme aujourd'hui,Non-film,1994,French
Pascal Obispo,Personne,Superflu,Non-film,1996,French
Pascal Obispo,Il faut du temps,Superflu,Non-film,1996,French
Pascal Obispo,Lucie,Superflu,Non-film,1996,French
Pascal Obispo,Les meilleurs ennemis,Superflu,Non-film,1996,French
Pascal Obispo,Où et avec qui tu m'aimes,Superflu,Non-film,1996,French
Pascal Obispo,L'important c'est d'aimer,Soledad,Non-film,1999,French
Pascal Obispo,Soledad,Soledad,Non-film,1999,French
Pascal Obispo,L'inacceptable,Les Dix Commandements,Film,2000,French
Pascal Obispo,Millésime,Millésime Live 00/01,Non-film,2001,French
Pascal Obispo,Fan,Fan,Non-film,2003,French
Pascal Obispo,Zinédine,Nos amis les flics,Film,2004,French
Pascal Obispo,La machine,Fan,Non-film,2004,French
Pascal Obispo,Rosa,Les Fleurs du bien,Non-film,2006,French
Pascal Obispo,1980,Les Fleurs du bien,Non-film,2006,French
Pascal Obispo,Le drapeau,Le drapeau (Single),Non-film,2007,French
Pascal Obispo,Le grand amour,Le grand amour,Non-film,2009,French
Pascal Obispo,Si je manquais de ta peau,Welcome to the Magic World of Captain Samouraï Flower,Non-film,2009,French
Pascal Obispo,Ce qu'on ne m'a jamais dit,Adam et Ève: La Seconde Chance,Film,2011,French
Pascal Obispo,D'un Avé Maria,Le grand amour,Non-film,2013,French
Pascal Obispo,Arigatô,Le grand amour,Non-film,2013,French
Pascal Obispo,Rien ne dure,Obispo,Non-film,2018,French
Pascal Obispo,Chante la rue chante,Obispo,Non-film,2018,French
Pascal Obispo,J'ai compté,J'ai compté (Single),Non-film,2022,French
Zazie,"Sucré, salé","Je, tu, ils",Non-film,1992,French
Zazie,"Un, deux, trois, soleil","Je, tu, ils",Non-film,1992,French
Zazie,Larsen,Zen,Non-film,1995,French
Zazie,Zen,Zen,Non-film,1995,French
Zazie,Un point c'est toi,Zen,Non-film,1995,French
Zazie,Cyber,Ma vie en rose,Film,1997,French
Zazie,Rose,Tout doit disparaître,Film,1997,French
Zazie,Tous des anges,Made in Love,Non-film,1998,French
Zazie,Ça fait mal et ça fait rien,Made in Love,Non-film,1998,French
Zazie,Tout le monde,Made in Love,Non-film,1998,French
Zazie,Rue de la Paix,La Zizanie,Non-film,2001,French
Zazie,On éteint,La Zizanie,Non-film,2001,French
Zazie,Danse avec les loops,La Zizanie,Non-film,2001,French
Zazie,On y va,Sol en Cirque,Film,2003,French
Zazie,Rodéo,Rodéo,Non-film,2004,French
Zazie,Excuse-moi,Rodéo,Non-film,2004,French
Zazie,Je suis un homme,Totem,Non-film,2007,French
Zazie,J'étais là,Totem,Non-film,2007,French
Zazie,Des rails,Totem,Non-film,2007,French
Zazie,Avant l'amour,Za7ie,Non-film,2010,French
Zazie,Être et avoir,Za7ie,Non-film,2010,French
Zazie,20 ans,Cyclo,Non-film,2013,French
Zazie,Speed,Encore heureux,Non-film,2015,French
Zazie,L'Essenciel,Essenciel,Non-film,2018,French
Zazie,Couleur,Aile-P,Non-film,2022,French
Zaz,Je veux,Zaz,Non-film,2010,French
Zaz,Le long de la route,Zaz,Non-film,2010,French
Zaz,La fée,Zaz,Non-film,2010,French
Zaz,Éblouie par la nuit,Zaz,Non-film,2010,French
Zaz,Cœur Volant,Hugo Cabret,Film,2011,French
Zaz,La Légende des Plaines Brûlées,Zarafa,Film,2012,French
Zaz,On ira,Recto Verso,Non-film,2013,French
Zaz,"Comme ci, comme ça",Recto Verso,Non-film,2013,French
Zaz,Gamine,Recto Verso,Non-film,2013,French
Zaz,Belle,Belle et Sébastien,Film,2013,French
Zaz,Sous le ciel de Paris,Paris,Non-film,2014,French
Zaz,Champs Élysées,Paris,Non-film,2014,French
Zaz,Si jamais j'oublie,Sur la route,Non-film,2015,French
Zaz,L'Oiseau,L'Odyssée,Film,2016,French
Zaz,Qué vendrá,Effet miroir,Non-film,2018,French
Zaz,Demain c'est toi,Le Trésor du Petit Nicolas,Film,2018,French
Zaz,Si c'était à refaire,Effet miroir,Non-film,2018,French
Zaz,On s'en remet jamais,Effet miroir,Non-film,2018,French
Zaz,Nos vies,Effet miroir,Non-film,2018,French
Zaz,Imagine,Isa,Non-film,2021,French
Zaz,Le jardin des larmes,Isa,Non-film,2021,French
Zaz,De couleurs vives,Isa,Non-film,2021,French
Zaz,Ce que tu es dans ma vie,Isa,Non-film,2021,French
Zaz,Il faut qu'on se donne,Isa,Non-film,2021,French
Zaz,Tout là-haut,Tout là-haut (Single),Non-film,2022,French
Garou,Dieu que le monde est injuste,Notre-Dame de Paris,Film,1998,French
Garou,Gitan,Seul,Non-film,2000,French
Garou,Seul,Seul,Non-film,2000,French
Garou,Je n'attendais que vous,Seul,Non-film,2000,French
Garou,Demande au soleil,Seul,Non-film,2000,French
Garou,Reviens (Où te caches-tu ?),Reviens,Non-film,2003,French
Garou,L'aveu,Reviens,Non-film,2003,French
Garou,Passe ta route,Reviens,Non-film,2003,French
Garou,Que l'amour est violent,L'Étoile de Laura,Film,2004,French
Garou,Le Cinéma,L'Entente cordiale,Film,2005,French
Garou,L'injustice,Garou,Non-film,2006,French
Garou,Je suis le même,Garou,Non-film,2006,French
Garou,Que le temps,Garou,Non-film,2006,French
Garou,Un nouveau monde,Un nouveau monde (Single),Non-film,2007,French
Garou,Jusqu'à me perdre,Version intégrale,Non-film,2009,French
Garou,For You,Version intégrale,Non-film,2009,French
Garou,Le jour se lève,Rhythm and Blues,Non-film,2012,French
Garou,Avancer,Au milieu de ma vie,Non-film,2013,French
Garou,Au milieu de ma vie,Au milieu de ma vie,Non-film,2013,French
Garou,"Du vent, des mots",Au milieu de ma vie,Non-film,2013,French
Garou,C'est pas la faute à la vie,It's Magic!,Non-film,2014,French
Garou,La belle et la bête,Forever Gentlemen,Non-film,2014,French
Garou,Le blues dans le sang,Garou joue Dassin,Non-film,2022,French
Garou,Siffler sur la colline,Garou joue Dassin,Non-film,2022,French
Garou,À toi,Garou joue Dassin,Non-film,2022,French
Roch Voisine,Hélène,Hélène,Non-film,1989,French
Roch Voisine,Pourtant,Hélène,Non-film,1989,French
Roch Voisine,Là-bas dans l'ombre,Hélène,Non-film,1989,French
Roch Voisine,La Berceuse du Petit Diable,Double,Non-film,1990,French
Roch Voisine,Darlin',Double,Non-film,1990,French
Roch Voisine,La promesse,Europe Tour,Non-film,1992,French
Roch Voisine,La légende Oochigea,Armen et Bullik,Film,1992,French
Roch Voisine,Laisse-la rêver,I'll Always Be There,Non-film,1993,French
Roch Voisine,Tant pis,Coup de tête,Non-film,1994,French
Roch Voisine,Laisse-moi te dire,Coup de tête,Non-film,1994,French
Roch Voisine,Jean-Johnny-Jean,Coup de tête,Non-film,1994,French
Roch Voisine,Pardonner,Coup de tête,Non-film,1994,French
Roch Voisine,Chaque jour de ta vie,Chaque jour de ta vie,Non-film,1998,French
Roch Voisine,Dis-lui,Dis-lui,Non-film,2001,French
Roch Voisine,Un simple gars,Je te serai fidèle,Non-film,2003,French
Roch Voisine,Une femme,Sauf si l'amour...,Non-film,2005,French
Roch Voisine,Ne viens pas,Sauf si l'amour...,Non-film,2005,French
Roch Voisine,Le Gange,Americana,Non-film,2008,French
Roch Voisine,Et si,Confidences,Non-film,2010,French
Roch Voisine,Décembre,Confidences,Non-film,2010,French
Roch Voisine,Le grand-père,Confidences,Non-film,2010,French
Roch Voisine,Tout me ramène à toi,Movin' on Maybe,Non-film,2014,French
Roch Voisine,Un nouveau jour,Un nouveau jour,Non-film,2019,French
Roch Voisine,Tu veux savoir,Le chœur de la terre,Non-film,2024,French
Roch Voisine,Le Frima,Jaune revolver,Film,1993,French
Jenifer,J'attends l'amour,Jenifer,Non-film,2002,French
Jenifer,Au soleil,Jenifer,Non-film,2002,French
Jenifer,Des mots qui résonnent !,Jenifer,Non-film,2002,French
Jenifer,Donne-moi le temps,Jenifer,Non-film,2002,French
Jenifer,Ma révolution,Le Passage,Non-film,2004,French
Jenifer,Le souvenir de ce jour,Le Passage,Non-film,2004,French
Jenifer,C'est de l'or,Le Passage,Non-film,2004,French
Jenifer,L'amour est sur les toits,Les Fragments d'Antonin,Film,2006,French
Jenifer,Tourner ma page,Lunatique,Non-film,2007,French
Jenifer,Comme un hic,Lunatique,Non-film,2007,French
Jenifer,Si c'est une île,Lunatique,Non-film,2007,French
Jenifer,Je danse,Appelle-moi Jen,Non-film,2010,French
Jenifer,L'amour fou,Appelle-moi Jen,Non-film,2010,French
Jenifer,Les jours électriques,L'amour et moi,Non-film,2012,French
Jenifer,Sur le fil,L'amour et moi,Non-film,2012,French
Jenifer,L'amour et moi,L'amour et moi,Non-film,2012,French
Jenifer,Du chaos naissent les étoiles,Les Francis,Film,2014,French
Jenifer,Paradis secret,Paradis secret,Non-film,2016,French
Jenifer,Mourir dans tes yeux,Paradis secret,Non-film,2016,French
Jenifer,Notre idylle,Nouvelle Page,Non-film,2018,French
Jenifer,Encore et encore,Nouvelle Page,Non-film,2018,French
Jenifer,Sauve qui aime,N°9,Non-film,2022,French
Jenifer,Est-ce que tu danses ?,N°9,Non-film,2022,French
Jenifer,Et si on sortait ce soir,N°9,Non-film,2022,French
Jenifer,Le titre de la chanson,N°9,Non-film,2022,French
Amel Bent,Ma philosophie,Un jour d'été,Non-film,2004,French
Amel Bent,Le droit à l'erreur,Un jour d'été,Non-film,2004,French
Amel Bent,Ne retiens pas tes larmes,Un jour d'été,Non-film,2004,French
Amel Bent,Eye of the Tiger,Astérix et les Vikings,Film,2006,French
Amel Bent,Nouveau Français,À 20 ans,Non-film,2007,French
Amel Bent,À 20 ans,À 20 ans,Non-film,2007,French
Amel Bent,Désolée,À 20 ans,Non-film,2007,French
Amel Bent,Tombé pour elle,High School Musical 3: Nos années lycée,Film,2008,French
Amel Bent,Où je vais,Où je vais,Non-film,2009,French
Amel Bent,Le mal de toi,Où je vais,Non-film,2009,French
Amel Bent,Je me sens bien,Où je vais,Non-film,2009,French
Amel Bent,Au bout du rêve,La Princesse et la Grenouille,Film,2009,French
Amel Bent,Cette idée-là,Délit mineur,Non-film,2011,French
Amel Bent,Je reste,Délit mineur,Non-film,2011,French
Amel Bent,Ma chance,Instinct,Non-film,2014,French
Amel Bent,Regarde-nous,Instinct,Non-film,2014,French
